budkowa01,Walter,Budko,F-C,77,220,Columbia,6/30/25
buforro01,Rodney,Buford,G-F,77,189,Creighton,11/2/77
burkmro01,Roger,Burkman,G,76,175,Louisville,5/22/58
burksal01,Alec,Burks,G,78,202,Colorado,7/20/91
burksan01,Antonio,Burks,G,72,195,Memphis ,2/25/80
burleke01,Kevin,Burleson,G,75,205,Minnesota,4/9/79
burnsda01,David,Burns,G,74,180,St. Louis,7/3/58
burnsev01,Evers,Burns,F-C,80,250,Maryland,8/24/71
burresc01,Scott,Burrell,G-F,79,218,Connecticut,1/12/71
burtowi01,Willie,Burton,F-G,79,210,Minnesota,5/26/68
butleji01,Jimmy,Butler,G-F,79,220,Marquette,9/14/89
butlemi02,Mitchell,Butler,G-F,77,210,UCLA,12/15/70
butlera01,Rasual,Butler,F,79,205,LaSalle,5/23/79
byarsde01,Derrick,Byars,G-F,79,220,Vanderbilt,4/25/84
bytzumi01,Michael,Bytzura,F,73,170,LIU,6/18/22
cabarza01,Zarko,Cabarkapa,F-C,83,235,none,5/21/81
caffeja01,Jason,Caffey,F,80,255,Alabama,6/12/73
cagemi01,Michael,Cage,F-C,81,224,San Diego State,1/28/62
caldwad01,Adrian,Caldwell,F-C,80,255,Lamar,7/4/66
caldwjo01,Joe,Caldwell,F-G,77,195,Arizona State,11/1/41
calipde01,Demetrius,Calip,G,73,165,Michigan,11/18/69
calvima01,Mack,Calvin,G,72,165,USC,7/27/47
cambrde01,Dexter,Cambridge,F,79,224,Texas,1/29/70
cambyma01,Marcus,Camby,C-F,83,220,Massachusetts,3/22/74
campbel01,Elden,Campbell,F-C,83,215,Clemson,7/23/68
caracde01,Derrick,Caracter,F,81,275,UTEP,5/4/88
cardfr01,Frank,Card,F,79,195,South Carolina State,12/28/44
cardibr01,Brian,Cardinal,F,80,245,Purdue,5/2/77
carlige01,Geno,Carlisle,G,75,191,California,8/13/76
carlodo01,Don,Carlos,G-F,76.5,210,Otterbein,3/3/44
carnero01,Rodney,Carney,F,79,205,Memphis,4/15/84
carran01,Antoine,Carr,F-C,81,225,Wichita State,7/23/61
carrau01,Austin,Carr,G,76,200,Notre Dame,3/10/48
carrch01,Chris,Carr,G,77,207,Southern Illinois,3/12/74
carrco01,Cory,Carr,G,75,210,Texas Tech,12/5/75
carruji01,Jimmy,Carruth,C-F,82,265,Virginia Tech,11/4/69
cartean01,Anthony,Carter,G,73,190,Hawaii,6/16/75
cartege01,George,Carter,F-G,76,210,St. Bonaventure,1/10/44
carteho01,Howard,Carter,G,77,215,Louisiana State,10/26/61
cartema01,Maurice,Carter,G,77,210,Louisiana State,10/12/76
cartyja01,Jay,Carty,F,79.5,220,Oregon State,7/4/41
cashco01,Cornelius,Cash,F,80,215,Bowling Green,3/3/52
cashsa01,Sam,Cash,F,80,230,California-Riverside,11/13/50
catchha01,Harvey,Catchings,C-F,81,218,Hardin-Simmons,9/2/51
catlete01,Terry,Catledge,F,80,220,South Alabama,8/22/63
catoke01,Kelvin,Cato,C,83,255,Iowa State,8/26/74
causwdu01,Duane,Causwell,C,84,240,Temple,5/31/68
cebalce01,Cedric,Ceballos,F,78,190,Cal. State- Fullerton,8/2/69
celesjo01,John,Celestand,G,75,178,Villanova,3/6/77
chalmli01,Lionel,Chalmers,G,72,180,Xavier,11/10/80
champmi01,Mike,Champion,F,82,230,Gonzaga,4/5/64
chandty01,Tyson,Chandler,F-C,84,235,none,10/2/82
chanejo01,John,Chaney,F-C-G,75,185,Louisiana State,2/29/20
chapmre01,Rex,Chapman,G,76,185,Kentucky,10/5/67
chapmwa01,Wayne,Chapman,G-F,77,190,Western Kentucky,6/15/45
charllo01,Lorenzo,Charles,F,79,225,North Carolina State,11/25/63
cheanca01,Calbert,Cheaney,F-G,79,209,Indiana,7/17/71
cheekma01,Maurice,Cheeks,G,73,180,West Texas State,9/8/56
chievde01,Derrick,Chievous,F,79,195,Missouri,7/3/67
childch01,Chris,Childs,G,75,195,Boise State,11/20/67
childra01,Randolph,Childress,G,74,188,Wake Forest,9/21/72
chrisbo01,Bob,Christian,C,82,255,Grambling,5/11/46
churcro01,Robert,Churchwell,G-F,78,195,Georgetown,2/20/72
clarkar01,Archie,Clark,G,74,175,Minnesota,7/15/41
clarkca01,Carlos,Clark,G,76,209,Mississippi,8/10/60
clawsjo01,John,Clawson,F,76,200,Michigan,5/15/44
claxtch01,Charles,Claxton,C,84,265,Georgia,12/13/70
cleavma01,Mateen,Cleaves,G,74,205,Michigan State,9/7/77
clossbi01,Bill,Closs,F-C,77,195,Rice,1/8/22
closske01,Keith,Closs,C,87,212,Central Connecticut State,4/3/76
cloydpa01,Paul,Cloyd,G-F,74,180,Wisconsin,6/13/20
cofferi01,Richard,Coffey,F,78,212,Minnesota,9/2/65
cokerjo01,John,Coker,C,84,253,Boise State,10/28/71
colemde01,Derrick,Coleman,F,82,230,Syracuse,6/21/67
colemec01,E.C.,Coleman,F,80,225,Houston Baptist,9/25/50
colemja01,Jack,Coleman,F-C,79,195,Louisville,5/23/24
colemno01,Norris,Coleman,F,80,210,Kansas State,9/27/61
coleno01,Norris,Cole,G,74,170,Cleveland State,10/13/88
collija01,James,Collins,G,76,196,Florida State,11/5/73
collija02,Jason,Collier,F-C,84,260,Georgia Tech,9/8/77
collija03,Jarron,Collins,F,83,252,Stanford,12/2/78
collija04,Jason,Collins,C,84,260,Stanford,12/2/78
colsose01,Sean,Colson,G,72,165,UNC - Charlotte,7/1/75
combsgl01,Glen,Combs,G,74,185,Virginia Tech,10/30/46
comeajo01,John,Comeaux,F,77,193,Grambling,9/15/43
comegda01,Dallas,Comegys,F,81,205,DePaul,8/17/64
conneji01,Jimmy,Conner,G,76,190,Kentucky,3/20/53
connele01,Lester,Conner,G,76,180,Oregon State,9/17/59
cookan01,Anthony,Cook,F-C,81,205,Arizona,3/19/67
cookbr01,Brian,Cook,F,81,234,Illinois ,12/4/80
cookda01,Darwin,Cook,G,75,184,Portland,8/6/58
cookeda01,David,Cooke,F,80,230,St. Mary's (CA),9/27/63
cookom01,Omar,Cook,G,73,190,St. John's (NY),1/28/82
coopemi01,Michael,Cooper,G-F,77,170,New Mexico   ,4/15/56
copelho01,Hollis,Copeland,F,78,180,Rutgers,12/20/55
copella01,Lanard,Copeland,G,78,190,Georgia State,7/16/65
corbity01,Tyrone,Corbin,G-F,78,210,DePaul,12/31/62
cottoja02,James,Cotton,G-F,77,220,Long Beach State,12/14/75
coughjo01,John,Coughran,F,79,225,California,9/12/51
countme01,Mel,Counts,C-F,84,230,Oregon State,10/16/41
couside01,DeMarcus,Cousins,C,83,270,Kentucky,8/13/90
cousima01,Marcus,Cousin,F,83,245,Houston,12/18/86
coxjo01,Johnny,Cox,G,76,180,Kentucky,11/1/36
coxwe01,Wesley,Cox,F,78,215,Louisville,1/27/55
crawfjo02,Jordan,Crawford,G,76,195,Xavier (OH),10/23/88
creigji01,Jim,Creighton,F,80,200,Colorado,4/18/50
critewi01,Winston,Crite,F,79,233,Texas A&M,6/20/65
crosbte01,Terry,Crosby,G,76,195,Tennessee,1/4/57
croshau01,Austin,Croshere,F,81,235,Providence,5/1/75
crossru01,Russell,Cross,C,81,215,Purdue,9/5/61
crottjo01,John,Crotty,G,73,185,Virginia,7/15/69
crowma01,Mark,Crow,F,79,195,Duke,10/22/54
cummivo01,Vonteego,Cummings,G,75,185,Pittsburgh,2/29/76
cunnidi01,Dick,Cunningham,C,82,240,Murray State,7/11/46
cunniwi01,William,Cunningham,C,83,240,Temple,3/25/74
curcira01,Radisav,Curcic,C,82,275,none,9/26/65
curetea01,Earl,Cureton,F-C,81,210,Detroit,9/3/57
curryed01,Eddy,Curry,F-C,83,285,none,12/5/82
cvetkra01,Rastko,Cvetkovic,C,85,260,none,6/22/70
dailequ01,Quintin,Dailey,G,75,180,San Francisco,1/22/61
dalemsa01,Samuel,Dalembert,C,83,250,Seton Hall,5/10/81
dampier01,Erick,Dampier,C-F,83,265,Mississippi State,7/14/74
dampilo01,Louie,Dampier,G,72,170,Kentucky,11/20/44
daniean01,Antonio,Daniels,G,76,195,Bowling Green,3/19/75
danieer01,Erik,Daniels,F,80,214,Kentucky,4/1/82
daniell01,Lloyd,Daniels,G,79,205,Mount San Antonio,9/4/67
daniema01,Marquis,Daniels,F,78,200,Auburn,1/7/81
dardeol01,Oliver,Darden,F-C,78.5,235,Michigan,7/28/44
dareyi01,Yinka,Dare,C-F,84,265,George Washington,10/10/72
darkje01,Jesse,Dark,G,76.5,210,Virginia Commonwealth,9/2/51
davidko01,Kornel,David,F,81,230,none,10/22/71
davisan01,Antonio,Davis,F-C,81,215,UTEP,10/31/68
davisau01,Aubrey,Davis,G-F,74,175,Oklahoma Baptist,3/28/21
davisba01,Baron,Davis,G,75,209,UCLA,4/13/79
davisbe01,Ben,Davis,F,80,240,Arizona,12/26/72
davisbr02,Brian,Davis,F-G,79,195,Duke,6/21/70
davisch02,Charles,Davis,F,79,215,Vanderbilt,10/5/58
davisdw01,Dwight,Davis,F,80,220,Houston,10/28/49
davisem01,Emanual,Davis,G,76,194,Delaware State,8/27/68
davisha01,Harry,Davis,F,79,220,Florida State,1/27/56
davishu01,Hubert,Davis,G,77,183,North Carolina,5/17/70
davisjo01,Johnny,Davis,G,73.5,170,Dayton,10/21/55
davisjo02,Josh,Davis,F,80,240,Wyoming,8/10/80
davisle01,Lee,Davis,C-F,80,235,North Carolina College,10/11/45
davisma01,Mark,Davis,F-G,77,195,Old Dominion,6/8/63
davisma02,Mark,Davis,G-F,79,205,Texas Tech,4/26/73
davispa01,Paul,Davis,C,82,270,Michigan State,7/21/84
davisra01,Ralph,Davis,G,76,180,Cincinnati,9/7/38
daviste01,Terry,Davis,F-C,81,225,Virginia Union,6/17/67
daviswa02,Warren,Davis,F-C,78,212,North Carolina A&T,6/30/43
daviswa03,Walter,Davis,G-F,78,193,North Carolina,9/9/54
daviswi01,Willie,Davis,C,80,234,North Texas State,8/9/45
dawkida01,Darryl,Dawkins,C,82,245,none,1/11/57
dawkijo01,Johnny,Dawkins,G,74,165,Duke,9/28/63
dawkipa01,Paul,Dawkins,F,77,190,Northern Illinois,6/10/57
dawsoja01,James,Dawson,G,72,175,Illinois,4/18/45
dawsoto01,Tony,Dawson,F,79,215,Florida State,8/25/67
dayeda01,Darren,Daye,F-G,80,220,UCLA,11/30/60
dayto01,Todd,Day,G-F,78,184,Arkansas,1/7/70
deanegr01,Greg,Deane,G,76,190,Utah,12/6/57
declean01,Andrew,DeClercq,F-C,82,230,Florida,2/1/73
deesar01,Archie,Dees,F-C,80,205,Indiana,2/22/36
delebi01,Bison,Dele,F-C,81,235,Arizona,4/6/69
delfica01,Carlos,Delfino,G-F,78,230,none,8/29/82
delkto01,Tony,Delk,G,73,189,Kentucky,1/28/74
dembofe01,Fennis,Dembo,F,77,215,Wyoming,1/24/66
dempsde01,Dell,Demps,G,75,205,Pacific,2/12/70
dempsge01,George,Dempsey,G,74,190,King's (DE),7/19/29
denglu01,Luol,Deng,G-F,80,220,Duke,4/16/85
dennibl01,Blaine,Denning,G,74,175,Lawrence Tech,9/19/30
dentmju01,Justin,Dentmon,G,71,185,Washington,9/5/85
deprejo01,Joe,DePre,G,75,185,St. John's (NY),12/19/47
dialde01,Derrick,Dial,G,76,184,Eastern Michigan,12/20/75
diawaya01,Yakhouba,Diawara,F-G,79,225,Pepperdine,8/29/82
dickecl01,Clyde,Dickey,G,75,185,Boise State,12/14/51
dickede01,Derrek,Dickey,F,79,218,Cincinnati,3/20/51
dickehe01,Henry,Dickerson,G,76,190,Morris-Harvey,11/27/51
dickeka01,Kaniel,Dickens,F,80,215,Idaho,7/21/78
dickemi01,Michael,Dickerson,G-F,77,190,Arizona,6/25/75
